ai_model_name,query_category,ai_confidence_percentage,response_character_count,has_cited_sources,contains_hedging_words,includes_disclaimer,answer_detail_level,respondent_age_bracket,education_level,digital_literacy_score,ai_familiarity_level,decision_importance,urgency_level,belief_alignment_status,subject_matter_expertise,trust_score_out_of_10,performed_fact_check,fact_check_method_used,verification_duration_mins,answer_accuracy_percentage,trust_calibration_valid,user_skepticism_category,is_accurate,verification_bin
Llama,technical_coding,92.25,675,True,False,False,Very Specific,55-64,Professional,Expert,Advanced,High,Low,True,True,10.0,True,Google Search,2.9,82.69,True,Moderate Trust,True,0-5m
Gemini,creative_writing,77.94,488,True,True,True,Specific,55-64,Masters,Low,Advanced,Medium,High,True,True,10.0,False,,0.0,76.24,False,Blind Trust,True,
Mistral,scientific_facts,78.81,748,False,False,True,Moderate,18-24,Professional,High,Expert,Low,Low,Neutral,False,8.4,True,Personal Testing,36.9,67.16,True,Moderate Trust,False,30-45m
GPT-4,financial_advice,54.01,185,True,False,True,Very Specific,18-24,PhD,Expert,First Time,Medium,Low,False,True,6.4,True,Checked Official Source,6.5,39.54,False,Skeptical,False,5-15m
GPT-4,opinion_based,58.09,787,True,False,True,Very Specific,35-44,High School,Medium,First Time,Medium,Medium,True,True,10.0,False,,0.0,59.84,False,Blind Trust,False,
Claude,math_calculation,95.27,485,False,True,False,Very Specific,65+,PhD,Low,First Time,Critical,Low,False,False,8.7,True,Checked Official Source,2.8,80.5,True,Moderate Trust,True,0-5m
GPT-4,legal_advice,53.09,295,True,False,True,Moderate,25-34,Bachelors,High,Beginner,High,High,False,True,5.6,True,Asked Expert,38.5,66.79,True,Skeptical,False,30-45m
ChatGPT-3.5,creative_writing,76.5,732,True,True,True,Very Specific,45-54,Masters,Expert,Advanced,Low,Low,Neutral,True,8.5,True,Personal Testing,15.4,68.32,True,Moderate Trust,False,15-30m
Llama,medical_advice,55.07,84,False,False,False,Vague,45-54,Masters,Expert,Intermediate,Critical,Medium,False,True,3.2,True,Asked Colleague,44.9,43.4,True,Highly Skeptical,False,30-45m
Mistral,technical_coding,83.84,411,False,True,False,Very Specific,55-64,Professional,Low,Advanced,Low,Low,True,False,10.0,True,Academic Paper,23.7,78.21,False,Moderate Trust,True,15-30m
Llama,technical_coding,75.04,352,False,True,True,Moderate,65+,High School,Medium,First Time,Low,Medium,Neutral,True,8.9,False,,0.0,89.25,True,Blind Trust,True,
ChatGPT-3.5,creative_writing,62.02,631,False,False,False,Vague,35-44,Bachelors,Expert,Expert,Medium,Medium,False,False,5.5,False,,0.0,51.41,True,Skeptical,False,
GPT-4,general_knowledge,80.4,702,True,False,True,Specific,25-34,Bachelors,Expert,First Time,Medium,Medium,False,False,9.4,True,Academic Paper,13.9,83.12,True,Moderate Trust,True,5-15m
Llama,factual_historical,84.06,150,False,False,False,Vague,35-44,Professional,Low,First Time,Medium,High,Neutral,False,10.0,False,,0.0,76.02,False,Blind Trust,True,
GPT-4,general_knowledge,75.88,149,False,False,True,Moderate,45-54,Bachelors,Low,Intermediate,Low,Low,Neutral,False,8.5,True,Personal Testing,38.5,75.25,True,Moderate Trust,True,30-45m
GPT-4,technical_coding,84.0,66,False,False,True,Moderate,25-34,Masters,Medium,Advanced,Critical,Medium,Neutral,False,7.9,True,Consulted Documentation,2.1,94.16,True,Skeptical,True,0-5m
Mistral,math_calculation,89.31,725,False,False,True,Moderate,65+,High School,Low,First Time,Critical,Low,Neutral,True,8.8,False,,0.0,82.97,True,Blind Trust,True,
ChatGPT-3.5,technical_coding,93.21,769,False,True,False,Vague,55-64,Professional,Low,Advanced,Critical,Medium,False,False,6.9,True,Consulted Documentation,13.2,89.06,False,Skeptical,True,5-15m
Llama,medical_advice,71.79,541,True,False,True,Very Specific,55-64,High School,High,Beginner,High,Low,Neutral,False,8.9,False,,0.0,62.18,False,Blind Trust,False,
Llama,medical_advice,53.2,282,True,False,True,Specific,18-24,Masters,Expert,Advanced,Critical,Low,Neutral,True,4.9,True,Asked Colleague,2.0,67.75,True,Highly Skeptical,False,0-5m
Llama,factual_historical,89.99,262,True,False,True,Moderate,45-54,High School,Low,Expert,Medium,High,False,False,9.2,False,,0.0,97.89,True,Blind Trust,True,
ChatGPT-3.5,legal_advice,67.06,238,True,True,False,Very Specific,55-64,PhD,High,Beginner,High,Medium,True,False,8.5,True,Google Search,8.0,64.32,False,Moderate Trust,False,5-15m
Mistral,technical_coding,86.05,588,False,True,False,Moderate,45-54,PhD,Expert,First Time,Medium,High,True,True,10.0,True,Checked Official Source,44.8,75.68,False,Moderate Trust,True,30-45m
ChatGPT-3.5,technical_coding,93.53,146,True,False,False,Very Specific,25-34,Masters,Low,First Time,High,Low,False,False,10.0,True,Checked Official Source,17.4,100.0,True,Moderate Trust,True,15-30m
GPT-4,financial_advice,60.57,472,True,False,False,Specific,65+,Masters,High,Expert,High,Medium,True,True,8.2,False,,0.0,45.89,False,Blind Trust,False,
GPT-4,creative_writing,73.23,747,False,True,False,Very Specific,55-64,PhD,Low,Beginner,Low,Medium,Neutral,True,8.8,False,,0.0,80.49,True,Blind Trust,True,
GPT-4,scientific_facts,73.53,727,False,True,False,Very Specific,55-64,High School,Medium,Intermediate,High,Medium,True,False,8.3,True,Cross-referenced Multiple AIs,39.1,70.57,True,Moderate Trust,True,30-45m
Gemini,general_knowledge,75.31,60,True,False,False,Very Specific,55-64,Bachelors,Low,Advanced,Low,Medium,False,False,8.9,True,Academic Paper,24.7,60.54,False,Moderate Trust,False,15-30m
ChatGPT-3.5,current_events,70.13,105,False,False,True,Moderate,55-64,Bachelors,High,Advanced,Critical,Low,False,True,4.8,True,Google Search,39.6,64.3,True,Highly Skeptical,False,30-45m
Mistral,scientific_facts,79.87,687,False,True,True,Moderate,55-64,Professional,Low,Advanced,Medium,Medium,True,True,10.0,False,,0.0,89.52,True,Blind Trust,True,
Claude,factual_historical,73.47,799,True,True,True,Moderate,25-34,Professional,Medium,Advanced,Critical,High,False,True,6.8,True,Asked Expert,42.8,59.53,True,Skeptical,False,30-45m
Gemini,scientific_facts,76.77,471,True,False,False,Vague,18-24,Bachelors,Expert,Beginner,Critical,Low,True,True,9.6,True,Checked Official Source,37.8,88.05,True,Moderate Trust,True,30-45m
Gemini,recipe_cooking,81.22,570,True,True,False,Vague,35-44,Masters,Medium,Intermediate,Low,Medium,True,False,10.0,False,,0.0,80.25,True,Blind Trust,True,
Claude,creative_writing,65.36,640,True,False,False,Very Specific,35-44,Masters,Medium,Expert,High,High,Neutral,False,7.4,True,Cross-referenced Multiple AIs,32.3,61.3,True,Skeptical,False,30-45m
Mistral,scientific_facts,78.17,350,False,False,False,Vague,18-24,PhD,Expert,Expert,High,Low,Neutral,True,7.3,True,Consulted Documentation,23.3,76.52,True,Skeptical,True,15-30m
Gemini,creative_writing,67.15,223,False,False,False,Specific,45-54,High School,Low,First Time,Critical,Medium,Neutral,True,7.3,False,,0.0,77.36,True,Moderate Trust,True,
Llama,recipe_cooking,89.39,183,False,False,True,Vague,35-44,Masters,Expert,Advanced,Critical,High,False,False,6.7,True,Academic Paper,7.2,80.17,True,Skeptical,True,5-15m
Mistral,medical_advice,50.41,355,False,False,False,Very Specific,35-44,Bachelors,High,Intermediate,Critical,High,True,True,5.2,True,Personal Testing,17.8,60.0,True,Skeptical,False,15-30m
Llama,scientific_facts,88.29,435,True,True,True,Vague,35-44,Professional,Medium,Advanced,Critical,Low,False,True,8.2,True,Asked Expert,38.4,84.74,True,Moderate Trust,True,30-45m
Gemini,scientific_facts,86.43,208,True,True,True,Specific,35-44,Professional,High,Expert,High,High,False,False,7.4,True,Cross-referenced Multiple AIs,7.4,72.07,True,Skeptical,True,5-15m
Mistral,legal_advice,63.97,514,False,False,True,Specific,55-64,Masters,Medium,Advanced,Critical,Low,False,False,4.6,True,Google Search,6.7,56.63,True,Highly Skeptical,False,5-15m
ChatGPT-3.5,recipe_cooking,87.38,430,True,True,True,Moderate,25-34,Bachelors,Medium,Expert,High,Medium,Neutral,True,9.8,False,,0.0,97.04,True,Blind Trust,True,
GPT-4,recipe_cooking,84.29,528,False,True,True,Vague,55-64,High School,Low,Expert,High,Low,Neutral,False,7.9,False,,0.0,94.79,True,Moderate Trust,True,
GPT-4,opinion_based,45.48,276,False,False,True,Moderate,45-54,Masters,Medium,Intermediate,Low,High,True,True,7.9,False,,0.0,38.53,False,Moderate Trust,False,
Claude,creative_writing,68.7,629,True,False,True,Moderate,55-64,Masters,Expert,Advanced,Low,Medium,True,False,9.8,False,,0.0,79.77,True,Blind Trust,True,
Gemini,technical_coding,92.66,387,True,False,True,Very Specific,18-24,PhD,High,Advanced,Critical,Low,False,True,8.1,True,Personal Testing,43.8,81.75,True,Moderate Trust,True,30-45m
GPT-4,medical_advice,59.89,701,False,False,True,Specific,45-54,High School,High,Beginner,High,Low,True,True,8.3,True,Asked Colleague,30.5,62.75,False,Moderate Trust,False,30-45m
ChatGPT-3.5,medical_advice,69.0,724,False,True,True,Very Specific,35-44,Masters,High,First Time,Critical,Low,True,False,8.3,True,Google Search,8.0,72.65,True,Moderate Trust,True,5-15m
Gemini,current_events,70.42,268,False,True,False,Specific,45-54,Masters,Low,Intermediate,High,High,True,True,8.2,True,Asked Expert,3.1,70.39,True,Moderate Trust,True,0-5m
GPT-4,technical_coding,77.34,631,True,False,True,Very Specific,25-34,Bachelors,Expert,Beginner,Medium,High,True,False,10.0,False,,0.0,67.02,False,Blind Trust,False,
Gemini,general_knowledge,70.63,631,False,False,False,Vague,25-34,High School,Low,Expert,Low,Medium,Neutral,False,8.4,False,,0.0,85.13,True,Blind Trust,True,
ChatGPT-3.5,technical_coding,80.35,171,False,True,False,Very Specific,35-44,Bachelors,High,Expert,Low,Low,Neutral,True,7.9,True,Personal Testing,32.0,75.27,True,Skeptical,True,30-45m
Gemini,opinion_based,41.66,551,True,False,False,Specific,65+,High School,Low,Expert,Medium,Low,True,True,7.1,True,Google Search,8.7,24.24,False,Skeptical,False,5-15m
Llama,opinion_based,54.89,108,True,True,True,Specific,18-24,Masters,Medium,Beginner,Low,Low,Neutral,False,7.3,False,,0.0,42.88,False,Moderate Trust,False,
Gemini,creative_writing,67.02,105,True,True,True,Moderate,45-54,Bachelors,Expert,Expert,Low,Medium,True,True,9.5,False,,0.0,59.94,False,Blind Trust,False,
ChatGPT-3.5,opinion_based,48.62,442,True,True,False,Vague,65+,Professional,Low,Intermediate,Low,High,Neutral,False,6.6,False,,0.0,42.55,False,Moderate Trust,False,
Mistral,scientific_facts,83.86,353,True,True,True,Very Specific,55-64,Bachelors,Medium,Intermediate,High,Low,True,False,10.0,False,,0.0,75.37,False,Blind Trust,True,
Gemini,financial_advice,42.42,666,False,False,True,Moderate,55-64,Bachelors,Medium,First Time,Critical,Medium,Neutral,True,4.9,True,Cross-referenced Multiple AIs,7.3,52.95,True,Highly Skeptical,False,5-15m
ChatGPT-3.5,legal_advice,56.66,377,False,False,True,Very Specific,18-24,PhD,Expert,Intermediate,Low,Low,True,True,7.9,True,Asked Expert,38.2,41.83,False,Skeptical,False,30-45m
Llama,current_events,69.31,100,False,False,True,Vague,55-64,High School,High,First Time,High,Low,Neutral,True,7.0,False,,0.0,65.76,True,Moderate Trust,False,
ChatGPT-3.5,financial_advice,57.41,299,False,False,False,Specific,35-44,Bachelors,Medium,Beginner,Critical,Medium,False,True,4.7,True,Asked Expert,26.2,71.09,False,Highly Skeptical,True,15-30m
Claude,medical_advice,53.51,364,True,False,False,Moderate,18-24,Professional,Medium,Beginner,High,Low,Neutral,False,7.6,True,Cross-referenced Multiple AIs,6.6,65.19,True,Skeptical,False,5-15m
Claude,legal_advice,64.49,604,True,True,True,Very Specific,35-44,Masters,Medium,Advanced,Low,High,Neutral,True,8.6,True,Asked Expert,29.1,64.06,False,Moderate Trust,False,15-30m
Claude,math_calculation,92.33,53,False,False,False,Very Specific,18-24,Professional,High,First Time,Low,Low,True,True,10.0,True,Academic Paper,23.3,100.0,True,Moderate Trust,True,15-30m
Gemini,general_knowledge,66.76,642,False,False,True,Specific,25-34,Professional,Low,Advanced,Low,Low,True,False,9.2,False,,0.0,78.95,True,Blind Trust,True,
ChatGPT-3.5,opinion_based,43.08,552,True,False,False,Vague,25-34,Masters,High,Intermediate,Medium,Medium,False,True,3.8,True,Asked Expert,22.7,25.05,True,Highly Skeptical,False,15-30m
GPT-4,legal_advice,69.37,276,False,True,False,Vague,25-34,Masters,Low,Intermediate,Medium,Medium,False,True,6.2,False,,0.0,70.84,True,Moderate Trust,True,
Mistral,current_events,60.59,123,True,False,True,Specific,25-34,Masters,Expert,Beginner,Critical,Medium,Neutral,True,6.5,True,Consulted Documentation,29.5,47.43,True,Skeptical,False,15-30m
GPT-4,current_events,59.4,324,False,False,True,Specific,18-24,Bachelors,High,Expert,Low,Low,Neutral,True,6.4,False,,0.0,49.86,True,Moderate Trust,False,
Claude,recipe_cooking,75.05,375,False,False,False,Moderate,55-64,PhD,Medium,Beginner,High,Low,True,True,9.6,True,Cross-referenced Multiple AIs,3.8,67.68,False,Moderate Trust,False,0-5m
Llama,medical_advice,64.95,585,False,False,False,Vague,25-34,High School,Medium,Beginner,High,High,False,True,7.2,True,Personal Testing,18.6,57.99,True,Skeptical,False,15-30m
ChatGPT-3.5,math_calculation,98.0,122,False,True,False,Vague,45-54,Professional,Low,Advanced,Medium,Low,Neutral,False,10.0,True,Personal Testing,20.3,86.65,True,Moderate Trust,True,15-30m
GPT-4,scientific_facts,73.42,217,True,False,False,Vague,55-64,Bachelors,Medium,First Time,Medium,Medium,True,False,10.0,True,Academic Paper,24.8,60.13,False,Moderate Trust,False,15-30m
Gemini,legal_advice,49.05,241,False,True,False,Very Specific,35-44,Bachelors,High,Expert,Low,Low,Neutral,False,4.6,True,Google Search,40.6,39.11,True,Highly Skeptical,False,30-45m
ChatGPT-3.5,scientific_facts,81.39,410,True,True,False,Specific,18-24,Masters,Low,Intermediate,Medium,Low,Neutral,False,9.1,False,,0.0,79.82,True,Blind Trust,True,
Claude,financial_advice,51.91,403,True,True,True,Vague,65+,High School,Medium,Advanced,Critical,High,False,False,3.5,False,,0.0,43.51,True,Skeptical,False,
Llama,recipe_cooking,78.8,449,True,False,False,Vague,65+,High School,Expert,Beginner,Low,Low,True,False,10.0,False,,0.0,84.44,True,Blind Trust,True,
Mistral,factual_historical,74.35,699,False,True,True,Moderate,18-24,High School,Medium,Expert,Medium,Low,False,False,6.3,True,Asked Colleague,13.5,83.35,False,Skeptical,True,5-15m
Gemini,technical_coding,78.94,705,False,True,True,Vague,18-24,High School,High,Advanced,Low,Low,False,False,6.2,True,Personal Testing,41.6,77.88,True,Skeptical,True,30-45m
Mistral,general_knowledge,79.53,683,False,True,False,Specific,65+,PhD,High,Expert,High,High,False,False,5.9,True,Personal Testing,44.6,66.35,True,Skeptical,False,30-45m
ChatGPT-3.5,general_knowledge,67.78,319,True,True,False,Vague,18-24,Bachelors,High,Advanced,Critical,Low,False,True,5.6,True,Asked Colleague,8.1,77.71,False,Skeptical,True,5-15m
ChatGPT-3.5,legal_advice,63.87,260,False,True,True,Vague,45-54,PhD,High,Beginner,Medium,Medium,Neutral,False,6.8,True,Asked Expert,13.7,69.94,True,Skeptical,False,5-15m
Claude,opinion_based,44.94,728,False,True,True,Vague,45-54,Professional,Expert,Beginner,High,Low,True,False,6.0,True,Asked Colleague,25.0,33.2,False,Skeptical,False,15-30m
Gemini,math_calculation,94.09,661,True,True,False,Specific,35-44,Masters,Medium,Beginner,Low,High,True,True,10.0,False,,0.0,95.33,True,Blind Trust,True,
Llama,financial_advice,62.6,384,True,False,False,Vague,65+,Masters,Expert,Advanced,High,High,True,False,8.4,False,,0.0,68.18,True,Blind Trust,False,
Claude,technical_coding,77.38,166,True,True,False,Specific,35-44,High School,Medium,Advanced,High,Low,True,True,10.0,True,Cross-referenced Multiple AIs,23.3,92.14,True,Moderate Trust,True,15-30m
ChatGPT-3.5,math_calculation,98.61,71,False,True,False,Very Specific,25-34,High School,Low,Expert,High,Low,False,False,8.6,True,Asked Expert,43.3,100.0,True,Moderate Trust,True,30-45m
Llama,opinion_based,55.61,123,True,True,False,Vague,25-34,PhD,Expert,Intermediate,High,Medium,False,True,5.0,True,Personal Testing,44.0,57.1,True,Skeptical,False,30-45m
